"30355764","RNA-Seq-Based Analysis Reveals Heterogeneity in Mature 16S rRNA 3' Termini and Extended Anti-Shine-Dalgarno Motifs in Bacterial Species","Silke JR, Wei Y, Xia X.","G3 (Bethesda). 2018 Dec 10;8(12):3973-3979. doi: 10.1534/g3.118.200729.","Silke JR","G3 (Bethesda)","2018","2018/10/26","PMC6288834","","10.1534/g3.118.200729"
"23928301","Partitioning of the nuclear and mitochondrial tRNA 3'-end processing activities between two different proteins in Schizosaccharomyces pombe","Zhang X, Zhao Q, Huang Y.","J Biol Chem. 2013 Sep 20;288(38):27415-27422. doi: 10.1074/jbc.M113.501569. Epub 2013 Aug 8.","Zhang X","J Biol Chem","2013","2013/08/10","PMC3779736","","10.1074/jbc.M113.501569"
"32101291","Readthrough Errors Purge Deleterious Cryptic Sequences, Facilitating the Birth of Coding Sequences","Kosinski LJ, Masel J.","Mol Biol Evol. 2020 Jun 1;37(6):1761-1774. doi: 10.1093/molbev/msaa046.","Kosinski LJ","Mol Biol Evol","2020","2020/02/27","PMC7253197","","10.1093/molbev/msaa046"
"24024827","A Gro/TLE-NuRD corepressor complex facilitates Tbx20-dependent transcriptional repression","Kaltenbrun E, Greco TM, Slagle CE, Kennedy LM, Li T, Cristea IM, Conlon FL.","J Proteome Res. 2013 Dec 6;12(12):5395-409. doi: 10.1021/pr400818c. Epub 2013 Oct 3.","Kaltenbrun E","J Proteome Res","2013","2013/09/13","PMC4042526","NIHMS529401","10.1021/pr400818c"
"29538462","Role of Toll-like receptors and interferon regulatory factors in different experimental heart failure models of diverse etiology: IRF7 as novel cardiovascular stress-inducible factor","Becher PM, Hinrichs S, Fluschnik N, Hennigs JK, Klingel K, Blankenberg S, Westermann D, Lindner D.","PLoS One. 2018 Mar 14;13(3):e0193844. doi: 10.1371/journal.pone.0193844. eCollection 2018.","Becher PM","PLoS One","2018","2018/03/15","PMC5851607","","10.1371/journal.pone.0193844"
"25393560","Proteome folding kinetics is limited by protein halflife","Zou T, Williams N, Ozkan SB, Ghosh K.","PLoS One. 2014 Nov 13;9(11):e112701. doi: 10.1371/journal.pone.0112701. eCollection 2014.","Zou T","PLoS One","2014","2014/11/14","PMC4231061","","10.1371/journal.pone.0112701"
"37151874","Application of single-cell RNA sequencing on human testicular samples: a comprehensive review","Dong F, Ping P, Ma Y, Chen XF.","Int J Biol Sci. 2023 Apr 9;19(7):2167-2197. doi: 10.7150/ijbs.82191. eCollection 2023.","Dong F","Int J Biol Sci","2023","2023/05/08","PMC10158017","","10.7150/ijbs.82191"
"25023996","Amyloid-associated activity contributes to the severity and toxicity of a prion phenotype","Pezza JA, Villali J, Sindi SS, Serio TR.","Nat Commun. 2014 Jul 15;5:4384. doi: 10.1038/ncomms5384.","Pezza JA","Nat Commun","2014","2014/07/16","PMC4156856","NIHMS605404","10.1038/ncomms5384"
"25222838","Open tubular lab-on-column/mass spectrometry for targeted proteomics of nanogram sample amounts","Hustoft HK, Vehus T, Brandtzaeg OK, Krauss S, Greibrokk T, Wilson SR, Lundanes E.","PLoS One. 2014 Sep 15;9(9):e106881. doi: 10.1371/journal.pone.0106881. eCollection 2014.","Hustoft HK","PLoS One","2014","2014/09/16","PMC4164520","","10.1371/journal.pone.0106881"
"25326319","Identification of a Mg2+-sensitive ORF in the 5'-leader of TRPM7 magnesium channel mRNA","Nikonorova IA, Kornakov NV, Dmitriev SE, Vassilenko KS, Ryazanov AG.","Nucleic Acids Res. 2014 Nov 10;42(20):12779-88. doi: 10.1093/nar/gku951. Epub 2014 Oct 17.","Nikonorova IA","Nucleic Acids Res","2014","2014/10/19","PMC4227784","","10.1093/nar/gku951"
"38534847","Application of Machine Learning in the Quantitative Analysis of the Surface Characteristics of Highly Abundant Cytoplasmic Proteins: Toward AI-Based Biomimetics","Moon J, Hu G, Hayashi T.","Biomimetics (Basel). 2024 Mar 6;9(3):162. doi: 10.3390/biomimetics9030162.","Moon J","Biomimetics (Basel)","2024","2024/03/27","PMC10967800","","10.3390/biomimetics9030162"
"28878234","Immunoregulation by IL-7R-targeting antibody-drug conjugates: overcoming steroid-resistance in cancer and autoimmune disease","Yasunaga M, Manabe S, Matsumura Y.","Sci Rep. 2017 Sep 6;7(1):10735. doi: 10.1038/s41598-017-11255-4.","Yasunaga M","Sci Rep","2017","2017/09/08","PMC5587554","","10.1038/s41598-017-11255-4"
"29100281","RECQ1 expression is upregulated in response to DNA damage and in a p53-dependent manner","Parvathaneni S, Lu X, Chaudhary R, Lal A, Madhusudan S, Sharma S.","Oncotarget. 2017 May 27;8(44):75924-75942. doi: 10.18632/oncotarget.18237. eCollection 2017 Sep 29.","Parvathaneni S","Oncotarget","2017","2017/11/05","PMC5652675","","10.18632/oncotarget.18237"
"39641026","Domain architecture of the Mycobacterium tuberculosis MabR (Rv2242), a member of the PucR transcription factor family","Megalizzi V, Tanina A, Grosse C, Mirgaux M, Legrand P, Dias Mirandela G, Wohlkönig A, Bifani P, Wintjens R.","Heliyon. 2024 Nov 16;10(22):e40494. doi: 10.1016/j.heliyon.2024.e40494. eCollection 2024 Nov 30.","Megalizzi V","Heliyon","2024","2024/12/06","PMC11617747","","10.1016/j.heliyon.2024.e40494"
"25086000","Amino Acid metabolism conflicts with protein diversity","Krick T, Verstraete N, Alonso LG, Shub DA, Ferreiro DU, Shub M, Sánchez IE.","Mol Biol Evol. 2014 Nov;31(11):2905-12. doi: 10.1093/molbev/msu228. Epub 2014 Aug 1.","Krick T","Mol Biol Evol","2014","2014/08/03","PMC4209132","","10.1093/molbev/msu228"
"40017606","The role and application of bioinformatics techniques and tools in drug discovery","Zhang S, Liu K, Liu Y, Hu X, Gu X.","Front Pharmacol. 2025 Feb 13;16:1547131. doi: 10.3389/fphar.2025.1547131. eCollection 2025.","Zhang S","Front Pharmacol","2025","2025/02/28","PMC11865229","","10.3389/fphar.2025.1547131"
"25308280","The yeast enzyme Eht1 is an octanoyl-CoA:ethanol acyltransferase that also functions as a thioesterase","Knight MJ, Bull ID, Curnow P.","Yeast. 2014 Dec;31(12):463-74. doi: 10.1002/yea.3046. Epub 2014 Nov 4.","Knight MJ","Yeast","2014","2014/10/14","PMC4282330","","10.1002/yea.3046"
"28396410","Spinal motor neuron protein supersaturation patterns are associated with inclusion body formation in ALS","Ciryam P, Lambert-Smith IA, Bean DM, Freer R, Cid F, Tartaglia GG, Saunders DN, Wilson MR, Oliver SG, Morimoto RI, Dobson CM, Vendruscolo M, Favrin G, Yerbury JJ.","Proc Natl Acad Sci U S A. 2017 May 16;114(20):E3935-E3943. doi: 10.1073/pnas.1613854114. Epub 2017 Apr 10.","Ciryam P","Proc Natl Acad Sci U S A","2017","2017/04/12","PMC5441770","","10.1073/pnas.1613854114"
"25658937","EMILIN2 regulates platelet activation, thrombus formation, and clot retraction","Huang M, Sannaningaiah D, Zhao N, Gong Y, Grondolsky J, Hoover-Plow J.","PLoS One. 2015 Feb 6;10(2):e0115284. doi: 10.1371/journal.pone.0115284. eCollection 2015.","Huang M","PLoS One","2015","2015/02/07","PMC4319747","","10.1371/journal.pone.0115284"
"23264352","The DegraBase: a database of proteolysis in healthy and apoptotic human cells","Crawford ED, Seaman JE, Agard N, Hsu GW, Julien O, Mahrus S, Nguyen H, Shimbo K, Yoshihara HA, Zhuang M, Chalkley RJ, Wells JA.","Mol Cell Proteomics. 2013 Mar;12(3):813-24. doi: 10.1074/mcp.O112.024372. Epub 2012 Dec 20.","Crawford ED","Mol Cell Proteomics","2013","2012/12/25","PMC3591672","","10.1074/mcp.O112.024372"
"26176266","Rationally designed, heterologous S. cerevisiae transcripts expose novel expression determinants","Ben-Yehezkel T, Atar S, Zur H, Diament A, Goz E, Marx T, Cohen R, Dana A, Feldman A, Shapiro E, Tuller T.","RNA Biol. 2015;12(9):972-84. doi: 10.1080/15476286.2015.1071762.","Ben-Yehezkel T","RNA Biol","2015","2015/07/16","PMC4615757","","10.1080/15476286.2015.1071762"
"27213804","Exome sequencing of extreme clopidogrel response phenotypes identifies B4GALT2 as a determinant of on-treatment platelet reactivity","Scott SA, Collet JP, Baber U, Yang Y, Peter I, Linderman M, Sload J, Qiao W, Kini AS, Sharma SK, Desnick RJ, Fuster V, Hajjar RJ, Montalescot G, Hulot JS.","Clin Pharmacol Ther. 2016 Sep;100(3):287-94. doi: 10.1002/cpt.401. Epub 2016 Jun 20.","Scott SA","Clin Pharmacol Ther","2016","2016/05/24","PMC4982803","NIHMS789137","10.1002/cpt.401"
"35153570","Ultrasensitivity and bistability in covalent-modification cycles with positive autoregulation","Jeynes-Smith C, Araujo RP.","Proc Math Phys Eng Sci. 2021 Aug;477(2252):20210069. doi: 10.1098/rspa.2021.0069. Epub 2021 Aug 4.","Jeynes-Smith C","Proc Math Phys Eng Sci","2021","2022/02/14","PMC8331239","","10.1098/rspa.2021.0069"
"30401684","Proteome-wide Analysis of Protein Thermal Stability in the Model Higher Plant Arabidopsis thaliana","Volkening JD, Stecker KE, Sussman MR.","Mol Cell Proteomics. 2019 Feb;18(2):308-319. doi: 10.1074/mcp.RA118.001124. Epub 2018 Nov 6.","Volkening JD","Mol Cell Proteomics","2019","2018/11/08","PMC6356070","","10.1074/mcp.RA118.001124"
"24910945","MOPED 2.5--an integrated multi-omics resource: multi-omics profiling expression database now includes transcriptomics data","Montague E, Stanberry L, Higdon R, Janko I, Lee E, Anderson N, Choiniere J, Stewart E, Yandl G, Broomall W, Kolker N, Kolker E.","OMICS. 2014 Jun;18(6):335-43. doi: 10.1089/omi.2014.0061.","Montague E","OMICS","2014","2014/06/10","PMC4048574","","10.1089/omi.2014.0061"
"24821784","Circulating proteolytic signatures of chemotherapy-induced cell death in humans discovered by N-terminal labeling","Wiita AP, Hsu GW, Lu CM, Esensten JH, Wells JA.","Proc Natl Acad Sci U S A. 2014 May 27;111(21):7594-9. doi: 10.1073/pnas.1405987111. Epub 2014 May 12.","Wiita AP","Proc Natl Acad Sci U S A","2014","2014/05/14","PMC4040605","","10.1073/pnas.1405987111"
"26443677","RNA Silencing of Exocyst Genes in the Stigma Impairs the Acceptance of Compatible Pollen in Arabidopsis","Safavian D, Zayed Y, Indriolo E, Chapman L, Ahmed A, Goring DR.","Plant Physiol. 2015 Dec;169(4):2526-38. doi: 10.1104/pp.15.00635. Epub 2015 Oct 6.","Safavian D","Plant Physiol","2015","2015/10/08","PMC4677879","","10.1104/pp.15.00635"
"25902545","Sec17 can trigger fusion of trans-SNARE paired membranes without Sec18","Zick M, Orr A, Schwartz ML, Merz AJ, Wickner WT.","Proc Natl Acad Sci U S A. 2015 May 5;112(18):E2290-7. doi: 10.1073/pnas.1506409112. Epub 2015 Apr 20.","Zick M","Proc Natl Acad Sci U S A","2015","2015/04/23","PMC4426435","","10.1073/pnas.1506409112"
"35867287","Follistatin-like 1 and its paralogs in heart development and cardiovascular disease","Horak M, Fairweather D, Kokkonen P, Bednar D, Bienertova-Vasku J.","Heart Fail Rev. 2022 Nov;27(6):2251-2265. doi: 10.1007/s10741-022-10262-6. Epub 2022 Jul 22.","Horak M","Heart Fail Rev","2022","2022/07/22","PMC11140762","NIHMS1997301","10.1007/s10741-022-10262-6"
"37710046","DNAzyme-based faithful probing and pulldown to identify candidate biomarkers of low abundance","Hu Q, Tong Z, Yalikong A, Ge LP, Shi Q, Du X, Wang P, Liu XY, Zhan W, Gao X, Sun D, Fu T, Ye D, Fan C, Liu J, Zhong YS, Jiang YZ, Gu H.","Nat Chem. 2024 Jan;16(1):122-131. doi: 10.1038/s41557-023-01328-5. Epub 2023 Sep 14.","Hu Q","Nat Chem","2024","2023/09/14","","","10.1038/s41557-023-01328-5"
"29425030","eIF2B Mechanisms of Action and Regulation: A Thermodynamic View","Bogorad AM, Lin KY, Marintchev A.","Biochemistry. 2018 Mar 6;57(9):1426-1435. doi: 10.1021/acs.biochem.7b00957. Epub 2018 Feb 20.","Bogorad AM","Biochemistry","2018","2018/02/10","PMC5840040","NIHMS945976","10.1021/acs.biochem.7b00957"
"29429052","Molecular and Clinical Aspects of Protein Aggregation Assays in Neurodegenerative Diseases","Villar-Piqué A, Schmitz M, Candelise N, Ventura S, Llorens F, Zerr I.","Mol Neurobiol. 2018 Sep;55(9):7588-7605. doi: 10.1007/s12035-018-0926-y. Epub 2018 Feb 10.","Villar-Piqué A","Mol Neurobiol","2018","2018/02/12","","","10.1007/s12035-018-0926-y"
"29694882","Cardiac mTORC1 Dysregulation Impacts Stress Adaptation and Survival in Huntington's Disease","Child DD, Lee JH, Pascua CJ, Chen YH, Mas Monteys A, Davidson BL.","Cell Rep. 2018 Apr 24;23(4):1020-1033. doi: 10.1016/j.celrep.2018.03.117.","Child DD","Cell Rep","2018","2018/04/26","PMC5967646","NIHMS965667","10.1016/j.celrep.2018.03.117"
"29367233","Control of Retrograde Signaling by Rapid Turnover of GENOMES UNCOUPLED1","Wu GZ, Chalvin C, Hoelscher M, Meyer EH, Wu XN, Bock R.","Plant Physiol. 2018 Mar;176(3):2472-2495. doi: 10.1104/pp.18.00009. Epub 2018 Jan 24.","Wu GZ","Plant Physiol","2018","2018/01/26","PMC5841721","","10.1104/pp.18.00009"
"26986850","Activation of G Proteins by Guanine Nucleotide Exchange Factors Relies on GTPase Activity","Stanley RJ, Thomas GM.","PLoS One. 2016 Mar 17;11(3):e0151861. doi: 10.1371/journal.pone.0151861. eCollection 2016.","Stanley RJ","PLoS One","2016","2016/03/18","PMC4795700","","10.1371/journal.pone.0151861"
"28832133","The Mechanism of Regulation of Pantothenate Biosynthesis by the PanD-PanZ·AcCoA Complex Reveals an Additional Mode of Action for the Antimetabolite N-Pentyl Pantothenamide (N5-Pan)","Arnott ZLP, Nozaki S, Monteiro DCF, Morgan HE, Pearson AR, Niki H, Webb ME.","Biochemistry. 2017 Sep 19;56(37):4931-4939. doi: 10.1021/acs.biochem.7b00509. Epub 2017 Sep 7.","Arnott ZLP","Biochemistry","2017","2017/08/24","PMC5724930","","10.1021/acs.biochem.7b00509"
"25158685","Making proteomics data accessible and reusable: current state of proteomics databases and repositories","Perez-Riverol Y, Alpi E, Wang R, Hermjakob H, Vizcaíno JA.","Proteomics. 2015 Mar;15(5-6):930-49. doi: 10.1002/pmic.201400302.","Perez-Riverol Y","Proteomics","2015","2014/08/28","PMC4409848","","10.1002/pmic.201400302"
"23840627","The hemolymph proteome of fed and starved Drosophila larvae","Handke B, Poernbacher I, Goetze S, Ahrens CH, Omasits U, Marty F, Simigdala N, Meyer I, Wollscheid B, Brunner E, Hafen E, Lehner CF.","PLoS One. 2013 Jun 20;8(6):e67208. doi: 10.1371/journal.pone.0067208. Print 2013.","Handke B","PLoS One","2013","2013/07/11","PMC3688620","","10.1371/journal.pone.0067208"
"25961799","A dynamic DNA-repair complex observed by correlative single-molecule nanomanipulation and fluorescence","Graves ET, Duboc C, Fan J, Stransky F, Leroux-Coyau M, Strick TR.","Nat Struct Mol Biol. 2015 Jun;22(6):452-7. doi: 10.1038/nsmb.3019. Epub 2015 May 11.","Graves ET","Nat Struct Mol Biol","2015","2015/05/12","","","10.1038/nsmb.3019"
"25689132","Quantitative proteomics and network analysis of SSA1 and SSB1 deletion mutants reveals robustness of chaperone HSP70 network in Saccharomyces cerevisiae","Jarnuczak AF, Eyers CE, Schwartz JM, Grant CM, Hubbard SJ.","Proteomics. 2015 Sep;15(18):3126-39. doi: 10.1002/pmic.201400527. Epub 2015 Apr 10.","Jarnuczak AF","Proteomics","2015","2015/02/18","PMC4979674","","10.1002/pmic.201400527"
"27810968","Physicochemical properties that control protein aggregation also determine whether a protein is retained or released from necrotic cells","Samson AL, Ho B, Au AE, Schoenwaelder SM, Smyth MJ, Bottomley SP, Kleifeld O, Medcalf RL.","Open Biol. 2016 Nov;6(11):160098. doi: 10.1098/rsob.160098.","Samson AL","Open Biol","2016","2016/11/05","PMC5133435","","10.1098/rsob.160098"
"31484958","Agent-based modeling and bifurcation analysis reveal mechanisms of macrophage polarization and phenotype pattern distribution","Nickaeen N, Ghaisari J, Heiner M, Moein S, Gheisari Y.","Sci Rep. 2019 Sep 4;9(1):12764. doi: 10.1038/s41598-019-48865-z.","Nickaeen N","Sci Rep","2019","2019/09/06","PMC6726649","","10.1038/s41598-019-48865-z"
"36888590","Evolutionary analysis of KED-rich proteins in plants","Zhang XH, Swait D, Jin XL, Vichyavichien P, Nifakos N, Kaplan N, Raymond L, Harlin JM.","PLoS One. 2023 Mar 8;18(3):e0279772. doi: 10.1371/journal.pone.0279772. eCollection 2023.","Zhang XH","PLoS One","2023","2023/03/08","PMC9994729","","10.1371/journal.pone.0279772"
"30234483","Ezrin enrichment on curved membranes requires a specific conformation or interaction with a curvature-sensitive partner","Tsai FC, Bertin A, Bousquet H, Manzi J, Senju Y, Tsai MC, Picas L, Miserey-Lenkei S, Lappalainen P, Lemichez E, Coudrier E, Bassereau P.","Elife. 2018 Sep 20;7:e37262. doi: 10.7554/eLife.37262.","Tsai FC","Elife","2018","2018/09/21","PMC6167055","","10.7554/eLife.37262"
"34919538","Genome-wide gene expression noise in Escherichia coli is condition-dependent and determined by propagation of noise through the regulatory network","Urchueguía A, Galbusera L, Chauvin D, Bellement G, Julou T, van Nimwegen E.","PLoS Biol. 2021 Dec 17;19(12):e3001491. doi: 10.1371/journal.pbio.3001491. eCollection 2021 Dec.","Urchueguía A","PLoS Biol","2021","2021/12/17","PMC8719677","","10.1371/journal.pbio.3001491"
"31308252","Small-protein Enrichment Assay Enables the Rapid, Unbiased Analysis of Over 100 Low Abundance Factors from Human Plasma","Harney DJ, Hutchison AT, Su Z, Hatchwell L, Heilbronn LK, Hocking S, James DE, Larance M.","Mol Cell Proteomics. 2019 Sep;18(9):1899-1915. doi: 10.1074/mcp.TIR119.001562. Epub 2019 Jul 15.","Harney DJ","Mol Cell Proteomics","2019","2019/07/17","PMC6731089","","10.1074/mcp.TIR119.001562"
"24003031","Principles of self-organization in biological pathways: a hypothesis on the autogenous association of alpha-synuclein","Zanzoni A, Marchese D, Agostini F, Bolognesi B, Cirillo D, Botta-Orfila M, Livi CM, Rodriguez-Mulero S, Tartaglia GG.","Nucleic Acids Res. 2013 Dec;41(22):9987-98. doi: 10.1093/nar/gkt794. Epub 2013 Sep 3.","Zanzoni A","Nucleic Acids Res","2013","2013/09/05","PMC3905859","","10.1093/nar/gkt794"
"25199834","Basal activity of a PARP1-NuA4 complex varies dramatically across cancer cell lines","Krukenberg KA, Jiang R, Steen JA, Mitchison TJ.","Cell Rep. 2014 Sep 25;8(6):1808-1818. doi: 10.1016/j.celrep.2014.08.009. Epub 2014 Sep 4.","Krukenberg KA","Cell Rep","2014","2014/09/10","PMC4177365","NIHMS622462","10.1016/j.celrep.2014.08.009"
"26660479","Improvement of lactic acid production in Saccharomyces cerevisiae by a deletion of ssb1","Lee JJ, Crook N, Sun J, Alper HS.","J Ind Microbiol Biotechnol. 2016 Jan;43(1):87-96. doi: 10.1007/s10295-015-1713-7. Epub 2015 Dec 11.","Lee JJ","J Ind Microbiol Biotechnol","2016","2015/12/15","","","10.1007/s10295-015-1713-7"
"27838629","Drift Barriers to Quality Control When Genes Are Expressed at Different Levels","Xiong K, McEntee JP, Porfirio DJ, Masel J.","Genetics. 2017 Jan;205(1):397-407. doi: 10.1534/genetics.116.192567. Epub 2016 Nov 11.","Xiong K","Genetics","2017","2016/11/14","PMC5223517","","10.1534/genetics.116.192567"
"38651096","ECMpy 2.0: A Python package for automated construction and analysis of enzyme-constrained models","Mao Z, Niu J, Zhao J, Huang Y, Wu K, Yun L, Guan J, Yuan Q, Liao X, Wang Z, Ma H.","Synth Syst Biotechnol. 2024 Apr 10;9(3):494-502. doi: 10.1016/j.synbio.2024.04.005. eCollection 2024 Sep.","Mao Z","Synth Syst Biotechnol","2024","2024/04/23","PMC11033187","","10.1016/j.synbio.2024.04.005"
"29128334","A Map of Human Mitochondrial Protein Interactions Linked to Neurodegeneration Reveals New Mechanisms of Redox Homeostasis and NF-κB Signaling","Malty RH, Aoki H, Kumar A, Phanse S, Amin S, Zhang Q, Minic Z, Goebels F, Musso G, Wu Z, Abou-Tok H, Meyer M, Deineko V, Kassir S, Sidhu V, Jessulat M, Scott NE, Xiong X, Vlasblom J, Prasad B, Foster LJ, Alberio T, Garavaglia B, Yu H, Bader GD, Nakamura K, Parkinson J, Babu M.","Cell Syst. 2017 Dec 27;5(6):564-577.e12. doi: 10.1016/j.cels.2017.10.010. Epub 2017 Nov 8.","Malty RH","Cell Syst","2017","2017/11/13","PMC5746455","NIHMS919480","10.1016/j.cels.2017.10.010"
"28369658","Tracking the evolution of 3D gene organization demonstrates its connection to phenotypic divergence","Diament A, Tuller T.","Nucleic Acids Res. 2017 May 5;45(8):4330-4343. doi: 10.1093/nar/gkx205.","Diament A","Nucleic Acids Res","2017","2017/04/04","PMC5416853","","10.1093/nar/gkx205"
"28540740","The Incomplete Glutathione Puzzle: Just Guessing at Numbers and Figures?","Deponte M.","Antioxid Redox Signal. 2017 Nov 20;27(15):1130-1161. doi: 10.1089/ars.2017.7123. Epub 2017 Jul 19.","Deponte M","Antioxid Redox Signal","2017","2017/05/26","PMC5661824","","10.1089/ars.2017.7123"
"26905391","Structural hot spots for the solubility of globular proteins","Ganesan A, Siekierska A, Beerten J, Brams M, Van Durme J, De Baets G, Van der Kant R, Gallardo R, Ramakers M, Langenberg T, Wilkinson H, De Smet F, Ulens C, Rousseau F, Schymkowitz J.","Nat Commun. 2016 Feb 24;7:10816. doi: 10.1038/ncomms10816.","Ganesan A","Nat Commun","2016","2016/02/25","PMC4770091","","10.1038/ncomms10816"
"28779005","Improving the phenotype predictions of a yeast genome-scale metabolic model by incorporating enzymatic constraints","Sánchez BJ, Zhang C, Nilsson A, Lahtvee PJ, Kerkhoven EJ, Nielsen J.","Mol Syst Biol. 2017 Aug 3;13(8):935. doi: 10.15252/msb.20167411.","Sánchez BJ","Mol Syst Biol","2017","2017/08/06","PMC5572397","","10.15252/msb.20167411"
"29019919","Proteogenomics in Aid of Host-Pathogen Interaction Studies: A Bacterial Perspective","Fels U, Gevaert K, Van Damme P.","Proteomes. 2017 Oct 11;5(4):26. doi: 10.3390/proteomes5040026.","Fels U","Proteomes","2017","2017/10/12","PMC5748561","","10.3390/proteomes5040026"
"39481633","The Hsp90 Molecular Chaperone as a Global Modifier of the Genotype-Phenotype-Fitness Map: An Evolutionary Perspective","Aguilar-Rodríguez J, Jakobson CM, Jarosz DF.","J Mol Biol. 2024 Dec 1;436(23):168846. doi: 10.1016/j.jmb.2024.168846. Epub 2024 Oct 29.","Aguilar-Rodríguez J","J Mol Biol","2024","2024/10/31","PMC11608137","NIHMS2032796","10.1016/j.jmb.2024.168846"
"25639645","A conserved domain important for association of eukaryotic J-protein co-chaperones Jjj1 and Zuo1 with the ribosome","Kaschner LA, Sharma R, Shrestha OK, Meyer AE, Craig EA.","Biochim Biophys Acta. 2015 May;1853(5):1035-45. doi: 10.1016/j.bbamcr.2015.01.014. Epub 2015 Jan 30.","Kaschner LA","Biochim Biophys Acta","2015","2015/02/03","PMC4380617","NIHMS667293","10.1016/j.bbamcr.2015.01.014"
"27132877","Genetic Characteristics of Polycythemia Vera and Essential Thrombocythemia in Korean Patients","Yoo EH, Park KJ, Won HH, Park JH, Park JH, Lee ST, Kim HJ, Bang SM, Chi HS, Jung CW, Kim SH, Yun H, Sun CH, Park I, Lee S, Lee C, Merriman B, Luo R, Tan EH, Park KJ, Yoo NK, Kang JJ, Kim JW.","J Clin Lab Anal. 2016 Nov;30(6):1061-1070. doi: 10.1002/jcla.21981. Epub 2016 May 2.","Yoo EH","J Clin Lab Anal","2016","2016/05/03","PMC6807207","","10.1002/jcla.21981"
"39402662","The ribosome profiling landscape of yeast reveals a high diversity in pervasive translation","Papadopoulos C, Arbes H, Cornu D, Chevrollier N, Blanchet S, Roginski P, Rabier C, Atia S, Lespinet O, Namy O, Lopes A.","Genome Biol. 2024 Oct 14;25(1):268. doi: 10.1186/s13059-024-03403-7.","Papadopoulos C","Genome Biol","2024","2024/10/14","PMC11472626","","10.1186/s13059-024-03403-7"
"35186042","Integrative OMICS Data-Driven Procedure Using a Derivatized Meta-Analysis Approach","Cervantes-Gracia K, Chahwan R, Husi H.","Front Genet. 2022 Feb 4;13:828786. doi: 10.3389/fgene.2022.828786. eCollection 2022.","Cervantes-Gracia K","Front Genet","2022","2022/02/21","PMC8855827","","10.3389/fgene.2022.828786"
"29323144","Defining tissue proteomes by systematic literature review","Hibbert SA, Ozols M, Griffiths CEM, Watson REB, Bell M, Sherratt MJ.","Sci Rep. 2018 Jan 11;8(1):546. doi: 10.1038/s41598-017-18699-8.","Hibbert SA","Sci Rep","2018","2018/01/12","PMC5765030","","10.1038/s41598-017-18699-8"
"29416018","The binding landscape of a partially-selective isopeptidase inhibitor with potent pro-death activity, based on the bis(arylidene)cyclohexanone scaffold","Ciotti S, Sgarra R, Sgorbissa A, Penzo C, Tomasella A, Casarsa F, Benedetti F, Berti F, Manfioletti G, Brancolini C.","Cell Death Dis. 2018 Feb 7;9(2):184. doi: 10.1038/s41419-017-0259-1.","Ciotti S","Cell Death Dis","2018","2018/02/09","PMC5833369","","10.1038/s41419-017-0259-1"
"32284383","Detection of Protein Aggregation in Live Plasmodium Parasites","Biosca A, Bouzón-Arnáiz I, Spanos L, Siden-Kiamos I, Iglesias V, Ventura S, Fernàndez-Busquets X.","Antimicrob Agents Chemother. 2020 May 21;64(6):e02135-19. doi: 10.1128/AAC.02135-19. Print 2020 May 21.","Biosca A","Antimicrob Agents Chemother","2020","2020/04/15","PMC7269469","","10.1128/AAC.02135-19"
"25355886","Varicella-zoster virus-derived major histocompatibility complex class I-restricted peptide affinity is a determining factor in the HLA risk profile for the development of postherpetic neuralgia","Meysman P, Ogunjimi B, Naulaerts S, Beutels P, Van Tendeloo V, Laukens K.","J Virol. 2015 Jan 15;89(2):962-9. doi: 10.1128/JVI.02500-14. Epub 2014 Oct 29.","Meysman P","J Virol","2015","2014/10/31","PMC4300672","","10.1128/JVI.02500-14"
"28944079","Quantitative Systems Biology to decipher design principles of a dynamic cell cycle network: the ""Maximum Allowable mammalian Trade-Off-Weight"" (MAmTOW)","Barberis M, Verbruggen P.","NPJ Syst Biol Appl. 2017 Sep 19;3:26. doi: 10.1038/s41540-017-0028-x. eCollection 2017.","Barberis M","NPJ Syst Biol Appl","2017","2017/09/26","PMC5605530","","10.1038/s41540-017-0028-x"
"34373465","A genome-scale metabolic model of Saccharomyces cerevisiae that integrates expression constraints and reaction thermodynamics","Oftadeh O, Salvy P, Masid M, Curvat M, Miskovic L, Hatzimanikatis V.","Nat Commun. 2021 Aug 9;12(1):4790. doi: 10.1038/s41467-021-25158-6.","Oftadeh O","Nat Commun","2021","2021/08/10","PMC8352978","","10.1038/s41467-021-25158-6"
"28288557","Bicodon bias can determine the role of synonymous SNPs in human diseases","McCarthy C, Carrea A, Diambra L.","BMC Genomics. 2017 Mar 13;18(1):227. doi: 10.1186/s12864-017-3609-6.","McCarthy C","BMC Genomics","2017","2017/03/15","PMC5347174","","10.1186/s12864-017-3609-6"
"28759574","Differential regulation of germ line apoptosis and germ cell differentiation by CPEB family members in C. elegans","Singh KD, Zheng X, Milstein S, Keller M, Roschitzki B, Grossmann J, Hengartner MO.","PLoS One. 2017 Jul 31;12(7):e0182270. doi: 10.1371/journal.pone.0182270. eCollection 2017.","Singh KD","PLoS One","2017","2017/08/01","PMC5536308","","10.1371/journal.pone.0182270"
