PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32101291","Readthrough Errors Purge Deleterious Cryptic Sequences, Facilitating the Birth of Coding Sequences","Kosinski LJ, Masel J.","Mol Biol Evol. 2020 Jun 1;37(6):1761-1774. doi: 10.1093/molbev/msaa046.","Kosinski LJ","Mol Biol Evol","2020","2020/02/27","PMC7253197","","10.1093/molbev/msaa046"
"29790985","The way is the goal: how SecA transports proteins across the cytoplasmic membrane in bacteria","Cranford-Smith T, Huber D.","FEMS Microbiol Lett. 2018 Jun 1;365(11):fny093. doi: 10.1093/femsle/fny093.","Cranford-Smith T","FEMS Microbiol Lett","2018","2018/05/24","PMC5963308","","10.1093/femsle/fny093"
"33909605","Pathogenic missense protein variants affect different functional pathways and proteomic features than healthy population variants","Laddach A, Ng JCF, Fraternali F.","PLoS Biol. 2021 Apr 28;19(4):e3001207. doi: 10.1371/journal.pbio.3001207. eCollection 2021 Apr.","Laddach A","PLoS Biol","2021","2021/04/28","PMC8110273","","10.1371/journal.pbio.3001207"
"36529941","Proteomic repository data submission, dissemination, and reuse: key messages","Perez-Riverol Y.","Expert Rev Proteomics. 2022 Jul-Dec;19(7-12):297-310. doi: 10.1080/14789450.2022.2160324. Epub 2022 Dec 26.","Perez-Riverol Y","Expert Rev Proteomics","2022","2022/12/19","PMC7614296","EMS159053","10.1080/14789450.2022.2160324"
"36546769","Initiation at AUGUG and GUGUG sequences can lead to translation of overlapping reading frames in E. coli","Kohl MP, Kompatscher M, Clementi N, Holl L, Erlacher MD.","Nucleic Acids Res. 2023 Jan 11;51(1):271-289. doi: 10.1093/nar/gkac1175.","Kohl MP","Nucleic Acids Res","2023","2022/12/22","PMC9841429","","10.1093/nar/gkac1175"
"37906643","Shift of the insoluble content of the proteome in the aging mouse brain","Molzahn C, Kuechler ER, Zemlyankina I, Nierves L, Ali T, Cole G, Wang J, Albu RF, Zhu M, Cashman NR, Gilch S, Karsan A, Lange PF, Gsponer J, Mayor T.","Proc Natl Acad Sci U S A. 2023 Nov 7;120(45):e2310057120. doi: 10.1073/pnas.2310057120. Epub 2023 Oct 31.","Molzahn C","Proc Natl Acad Sci U S A","2023","2023/10/31","PMC10636323","","10.1073/pnas.2310057120"
"32841293","Comparative analyses of alphaviral RNA:Protein complexes reveals conserved host-pathogen interactions","Gebhart NN, Hardy RW, Sokoloski KJ.","PLoS One. 2020 Aug 25;15(8):e0238254. doi: 10.1371/journal.pone.0238254. eCollection 2020.","Gebhart NN","PLoS One","2020","2020/08/26","PMC7446964","","10.1371/journal.pone.0238254"
"36060059","The role of antigen expression in shaping the repertoire of HLA presented ligands","Garcia Alvarez HM, Koşaloğlu-Yalçın Z, Peters B, Nielsen M.","iScience. 2022 Aug 17;25(9):104975. doi: 10.1016/j.isci.2022.104975. eCollection 2022 Sep 16.","Garcia Alvarez HM","iScience","2022","2022/09/05","PMC9437844","","10.1016/j.isci.2022.104975"
"33673546","The Alphaviral Capsid Protein Inhibits IRAK1-Dependent TLR Signaling","Landers VD, Wilkey DW, Merchant ML, Mitchell TC, Sokoloski KJ.","Viruses. 2021 Feb 27;13(3):377. doi: 10.3390/v13030377.","Landers VD","Viruses","2021","2021/03/06","PMC7997285","","10.3390/v13030377"
"31569392","Limitations of Deuterium-Labelled Substrates for Quantifying NADPH Metabolism in Heterotrophic Arabidopsis Cell Cultures","Smith EN, McCullagh JSO, Ratcliffe RG, Kruger NJ.","Metabolites. 2019 Sep 28;9(10):205. doi: 10.3390/metabo9100205.","Smith EN","Metabolites","2019","2019/10/02","PMC6835633","","10.3390/metabo9100205"
"35135293","Protein phase separation hotspots at the presynapse","Lautenschläger J.","Open Biol. 2022 Feb;12(2):210334. doi: 10.1098/rsob.210334. Epub 2022 Feb 9.","Lautenschläger J","Open Biol","2022","2022/02/09","PMC8826138","","10.1098/rsob.210334"
"30476243","STRING v11: protein-protein association networks with increased coverage, supporting functional discovery in genome-wide experimental datasets","Szklarczyk D, Gable AL, Lyon D, Junge A, Wyder S, Huerta-Cepas J, Simonovic M, Doncheva NT, Morris JH, Bork P, Jensen LJ, Mering CV.","Nucleic Acids Res. 2019 Jan 8;47(D1):D607-D613. doi: 10.1093/nar/gky1131.","Szklarczyk D","Nucleic Acids Res","2019","2018/11/27","PMC6323986","","10.1093/nar/gky1131"
"35550630","Unusual mammalian usage of TGA stop codons reveals that sequence conservation need not imply purifying selection","Ho AT, Hurst LD.","PLoS Biol. 2022 May 12;20(5):e3001588. doi: 10.1371/journal.pbio.3001588. eCollection 2022 May.","Ho AT","PLoS Biol","2022","2022/05/13","PMC9129041","","10.1371/journal.pbio.3001588"
"36671421","Biological Effects of Human Exposure to Environmental Cadmium","Peana M, Pelucelli A, Chasapis CT, Perlepes SP, Bekiari V, Medici S, Zoroddu MA.","Biomolecules. 2022 Dec 24;13(1):36. doi: 10.3390/biom13010036.","Peana M","Biomolecules","2022","2023/01/21","PMC9855641","","10.3390/biom13010036"
"30878482","The Balancing Act of Intrinsically Disordered Proteins: Enabling Functional Diversity while Minimizing Promiscuity","Macossay-Castillo M, Marvelli G, Guharoy M, Jain A, Kihara D, Tompa P, Wodak SJ.","J Mol Biol. 2019 Apr 5;431(8):1650-1670. doi: 10.1016/j.jmb.2019.03.008. Epub 2019 Mar 13.","Macossay-Castillo M","J Mol Biol","2019","2019/03/18","PMC6453724","NIHMS1525280","10.1016/j.jmb.2019.03.008"
"30962948","Novel insights into gene expression regulation during meiosis revealed by translation elongation dynamics","Sabi R, Tuller T.","NPJ Syst Biol Appl. 2019 Apr 4;5:12. doi: 10.1038/s41540-019-0089-0. eCollection 2019.","Sabi R","NPJ Syst Biol Appl","2019","2019/04/10","PMC6449359","","10.1038/s41540-019-0089-0"
"37873463","The fitness cost of spurious phosphorylation","Bradley D, Hogrebe A, Dandage R, Dubé AK, Leutert M, Dionne U, Chang A, Villén J, Landry CR.","bioRxiv [Preprint]. 2023 Oct 10:2023.10.08.561337. doi: 10.1101/2023.10.08.561337.","Bradley D","bioRxiv","2023","2023/10/24","PMC10592693","","10.1101/2023.10.08.561337"
"37810667","Identification of PP1c-PPP1R12A Substrates Using Kinase-Catalyzed Biotinylation to Identify Phosphatase Substrates","Dedigama-Arachchige PM, Acharige NPN, Zhang X, Bremer HJ, Yi Z, Pflum MKH.","ACS Omega. 2023 Sep 21;8(39):35628-35637. doi: 10.1021/acsomega.3c01944. eCollection 2023 Oct 3.","Dedigama-Arachchige PM","ACS Omega","2023","2023/10/09","PMC10552495","","10.1021/acsomega.3c01944"
"29617745","TISSUES 2.0: an integrative web resource on mammalian tissue expression","Palasca O, Santos A, Stolte C, Gorodkin J, Jensen LJ.","Database (Oxford). 2018 Jan 1;2018:bay003. doi: 10.1093/database/bay003.","Palasca O","Database (Oxford)","2018","2018/04/05","PMC5808782","","10.1093/database/bay003"
"37092398","The Extracellular Matrix: Its Composition, Function, Remodeling, and Role in Tumorigenesis","Dzobo K, Dandara C.","Biomimetics (Basel). 2023 Apr 5;8(2):146. doi: 10.3390/biomimetics8020146.","Dzobo K","Biomimetics (Basel)","2023","2023/04/24","PMC10123695","","10.3390/biomimetics8020146"
"38698289","Rv2231c, a unique histidinol phosphate aminotransferase from Mycobacterium tuberculosis, supports virulence by inhibiting host-directed defense","Zarin S, Shariq M, Rastogi N, Ahuja Y, Manjunath P, Alam A, Hasnain SE, Ehtesham NZ.","Cell Mol Life Sci. 2024 May 2;81(1):203. doi: 10.1007/s00018-024-05200-8.","Zarin S","Cell Mol Life Sci","2024","2024/05/02","PMC11065945","","10.1007/s00018-024-05200-8"
"38589611","Yeast TLDc domain proteins regulate assembly state and subcellular localization of the V-ATPase","Klössel S, Zhu Y, Amado L, Bisinski DD, Ruta J, Liu F, González Montoro A.","EMBO J. 2024 May;43(9):1870-1897. doi: 10.1038/s44318-024-00097-2. Epub 2024 Apr 8.","Klössel S","EMBO J","2024","2024/04/08","PMC11066047","","10.1038/s44318-024-00097-2"
"38712132","Identification of high sugar diet-induced dysregulated metabolic pathways in muscle using tissue-specific metabolic models in Drosophila","Moon SJ, Hu Y, Dzieciatkowska M, Kim AR, Chen PL, Asara JM, D'Alessandro A, Perrimon N.","bioRxiv [Preprint]. 2024 Apr 28:2024.04.24.591006. doi: 10.1101/2024.04.24.591006.","Moon SJ","bioRxiv","2024","2024/05/07","PMC11071505","","10.1101/2024.04.24.591006"
"29024340","Multiple marker abundance profiling: combining selected reaction monitoring and data-dependent acquisition for rapid estimation of organelle abundance in subcellular samples","Hooper CM, Stevens TJ, Saukkonen A, Castleden IR, Singh P, Mann GW, Fabre B, Ito J, Deery MJ, Lilley KS, Petzold CJ, Millar AH, Heazlewood JL, Parsons HT.","Plant J. 2017 Dec;92(6):1202-1217. doi: 10.1111/tpj.13743. Epub 2017 Nov 20.","Hooper CM","Plant J","2017","2017/10/13","PMC5863471","","10.1111/tpj.13743"
"36056198","Developing a dynamic equilibrium system in Escherichia coli to improve the production of recombinant proteins","Zhang ZX, Wang YZ, Nong FT, Xu Y, Ye C, Gu Y, Sun XM, Huang H.","Appl Microbiol Biotechnol. 2022 Sep;106(18):6125-6137. doi: 10.1007/s00253-022-12145-0. Epub 2022 Sep 3.","Zhang ZX","Appl Microbiol Biotechnol","2022","2022/09/02","","","10.1007/s00253-022-12145-0"
"36255390","NBR1: The archetypal selective autophagy receptor","Rasmussen NL, Kournoutis A, Lamark T, Johansen T.","J Cell Biol. 2022 Nov 7;221(11):e202208092. doi: 10.1083/jcb.202208092. Epub 2022 Oct 18.","Rasmussen NL","J Cell Biol","2022","2022/10/18","PMC9582228","","10.1083/jcb.202208092"
"30520724","General decapping activators target different subsets of inefficiently translated mRNAs","He F, Celik A, Wu C, Jacobson A.","Elife. 2018 Dec 6;7:e34409. doi: 10.7554/eLife.34409.","He F","Elife","2018","2018/12/07","PMC6300357","","10.7554/eLife.34409"
"30085185","Within-Gene Shine-Dalgarno Sequences Are Not Selected for Function","Hockenberry AJ, Jewett MC, Amaral LAN, Wilke CO.","Mol Biol Evol. 2018 Oct 1;35(10):2487-2498. doi: 10.1093/molbev/msy150.","Hockenberry AJ","Mol Biol Evol","2018","2018/08/08","PMC6188533","","10.1093/molbev/msy150"
"35015814","Functional analysis of the stable phosphoproteome reveals cancer vulnerabilities","Xiao D, Kim HJ, Pang I, Yang P.","Bioinformatics. 2022 Mar 28;38(7):1956-1963. doi: 10.1093/bioinformatics/btac015.","Xiao D","Bioinformatics","2022","2022/01/11","PMC9113330","","10.1093/bioinformatics/btac015"
"37853253","Synthesis and evaluation of a novel PET ligand, a GSK'963 analog, aiming at autoradiography and imaging of the receptor interacting protein kinase 1 in the brain","Ikenuma H, Ogata A, Koyama H, Ji B, Ishii H, Yamada T, Abe J, Seki C, Nagai Y, Ichise M, Minamimoto T, Higuchi M, Zhang MR, Kato T, Ito K, Suzuki M, Kimura Y.","EJNMMI Radiopharm Chem. 2023 Oct 18;8(1):31. doi: 10.1186/s41181-023-00217-z.","Ikenuma H","EJNMMI Radiopharm Chem","2023","2023/10/18","PMC10584749","","10.1186/s41181-023-00217-z"
"37606934","Deciphering Protein Secretion from the Brain to Cerebrospinal Fluid for Biomarker Discovery","Waury K, de Wit R, Verberk IMW, Teunissen CE, Abeln S.","J Proteome Res. 2023 Sep 1;22(9):3068-3080. doi: 10.1021/acs.jproteome.3c00366. Epub 2023 Aug 22.","Waury K","J Proteome Res","2023","2023/08/22","PMC10476268","","10.1021/acs.jproteome.3c00366"
"34740240","Differences in evolutionary accessibility determine which equally effective regulatory motif evolves to generate pulses","Xiong K, Gerstein M, Masel J.","Genetics. 2021 Nov 5;219(3):iyab140. doi: 10.1093/genetics/iyab140.","Xiong K","Genetics","2021","2021/11/05","PMC8570775","","10.1093/genetics/iyab140"
"37803016","Decreased liver B vitamin-related enzymes as a metabolic hallmark of cancer cachexia","Kojima Y, Mishiro-Sato E, Fujishita T, Satoh K, Kajino-Sakamoto R, Oze I, Nozawa K, Narita Y, Ogata T, Matsuo K, Muro K, Taketo MM, Soga T, Aoki M.","Nat Commun. 2023 Oct 6;14(1):6246. doi: 10.1038/s41467-023-41952-w.","Kojima Y","Nat Commun","2023","2023/10/06","PMC10558488","","10.1038/s41467-023-41952-w"
"34318855","Analysis of pancreatic extracellular matrix protein post-translational modifications via electrostatic repulsion-hydrophilic interaction chromatography coupled with mass spectrometry","Tabang DN, Cui Y, Tremmel DM, Ford M, Li Z, Sackett SD, Odorico JS, Li L.","Mol Omics. 2021 Oct 11;17(5):652-664. doi: 10.1039/d1mo00104c.","Tabang DN","Mol Omics","2021","2021/07/28","PMC8511275","NIHMS1725379","10.1039/d1mo00104c"
"26449181","Exploring the potential of public proteomics data","Vaudel M, Verheggen K, Csordas A, Raeder H, Berven FS, Martens L, Vizcaíno JA, Barsnes H.","Proteomics. 2016 Jan;16(2):214-25. doi: 10.1002/pmic.201500295. Epub 2015 Dec 15.","Vaudel M","Proteomics","2016","2015/10/10","PMC4738454","","10.1002/pmic.201500295"
"33621067","FAM19A (TAFA): An Emerging Family of Neurokines with Diverse Functions in the Central and Peripheral Nervous System","Sarver DC, Lei X, Wong GW.","ACS Chem Neurosci. 2021 Mar 17;12(6):945-958. doi: 10.1021/acschemneuro.0c00757. Epub 2021 Feb 23.","Sarver DC","ACS Chem Neurosci","2021","2021/02/23","PMC8608346","NIHMS1755342","10.1021/acschemneuro.0c00757"
"37547082","Mitigating biomass composition uncertainties in flux balance analysis using ensemble representations","Choi YM, Choi DH, Lee YQ, Koduru L, Lewis NE, Lakshmanan M, Lee DY.","Comput Struct Biotechnol J. 2023 Jul 23;21:3736-3745. doi: 10.1016/j.csbj.2023.07.025. eCollection 2023.","Choi YM","Comput Struct Biotechnol J","2023","2023/08/07","PMC10400880","","10.1016/j.csbj.2023.07.025"
"33836000","A novel yeast hybrid modeling framework integrating Boolean and enzyme-constrained networks enables exploration of the interplay between signaling and metabolism","Österberg L, Domenzain I, Münch J, Nielsen J, Hohmann S, Cvijovic M.","PLoS Comput Biol. 2021 Apr 9;17(4):e1008891. doi: 10.1371/journal.pcbi.1008891. eCollection 2021 Apr.","Österberg L","PLoS Comput Biol","2021","2021/04/09","PMC8059808","","10.1371/journal.pcbi.1008891"
"32620750","Dual RNA-seq of Orientia tsutsugamushi informs on host-pathogen interactions for this neglected intracellular human pathogen","Mika-Gospodorz B, Giengkam S, Westermann AJ, Wongsantichon J, Kion-Crosby W, Chuenklin S, Wang LC, Sunyakumthorn P, Sobota RM, Subbian S, Vogel J, Barquist L, Salje J.","Nat Commun. 2020 Jul 3;11(1):3363. doi: 10.1038/s41467-020-17094-8.","Mika-Gospodorz B","Nat Commun","2020","2020/07/05","PMC7335160","","10.1038/s41467-020-17094-8"
"33723253","Hierarchized phosphotarget binding by the seven human 14-3-3 isoforms","Gogl G, Tugaeva KV, Eberling P, Kostmann C, Trave G, Sluchanko NN.","Nat Commun. 2021 Mar 15;12(1):1677. doi: 10.1038/s41467-021-21908-8.","Gogl G","Nat Commun","2021","2021/03/16","PMC7961048","","10.1038/s41467-021-21908-8"
"33917325","The Protein Interactome of Glycolysis in Escherichia coli","Chowdhury S, Hepper S, Lodi MK, Saier MH Jr, Uetz P.","Proteomes. 2021 Apr 6;9(2):16. doi: 10.3390/proteomes9020016.","Chowdhury S","Proteomes","2021","2021/04/30","PMC8167557","","10.3390/proteomes9020016"
"38150990","The architecture of redox microdomains: Cascading gradients and peroxiredoxins' redox-oligomeric coupling integrate redox signaling and antioxidant protection","Griffith M, Araújo A, Travasso R, Salvador A.","Redox Biol. 2024 Feb;69:103000. doi: 10.1016/j.redox.2023.103000. Epub 2023 Dec 21.","Griffith M","Redox Biol","2024","2023/12/27","PMC10829873","","10.1016/j.redox.2023.103000"
"38948505","Identification of high-performing antibodies for tyrosine-protein kinase SYK for use in Western Blot, immunoprecipitation and immunofluorescence","Alshafie W, Fotouhi M, Ayoubi R, Southern K, Laflamme C; NeuroSGC/YCharOS collaborative group.","F1000Res. 2024 Jun 11;12:1222. doi: 10.12688/f1000research.140456.3. eCollection 2023.","Alshafie W","F1000Res","2024","2024/07/01","PMC11214040","","10.12688/f1000research.140456.3"
"36294631","Fungal Hal3 (and Its Close Relative Cab3) as Moonlighting Proteins","Casamayor A, Ariño J.","J Fungi (Basel). 2022 Oct 11;8(10):1066. doi: 10.3390/jof8101066.","Casamayor A","J Fungi (Basel)","2022","2022/10/27","PMC9604783","","10.3390/jof8101066"
"33028917","Multicompartment modeling of protein shedding kinetics during vascularized tumor growth","Machiraju GB, Mallick P, Frieboes HB.","Sci Rep. 2020 Oct 7;10(1):16709. doi: 10.1038/s41598-020-73866-8.","Machiraju GB","Sci Rep","2020","2020/10/08","PMC7542472","","10.1038/s41598-020-73866-8"
"35445800","Application of quantitative protein mass spectrometric data in the early predictive analysis of target engagement by monoclonal antibodies","Muliaditan M, Sepp A.","Clin Transl Sci. 2022 Jul;15(7):1634-1643. doi: 10.1111/cts.13278. Epub 2022 Apr 28.","Muliaditan M","Clin Transl Sci","2022","2022/04/21","PMC9283736","","10.1111/cts.13278"
"31822657","PPP2R2A prostate cancer haploinsufficiency is associated with worse prognosis and a high vulnerability to B55α/PP2A reconstitution that triggers centrosome destabilization","Zhao Z, Kurimchak A, Nikonova AS, Feiser F, Wasserman JS, Fowle H, Varughese T, Connors M, Johnson K, Makhov P, Lindskog C, Kolenko VM, Golemis EA, Duncan JS, Graña X.","Oncogenesis. 2019 Dec 10;8(12):72. doi: 10.1038/s41389-019-0180-9.","Zhao Z","Oncogenesis","2019","2019/12/12","PMC6904742","","10.1038/s41389-019-0180-9"
"35714157","Integrated view and comparative analysis of baseline protein expression in mouse and rat tissues","Wang S, García-Seisdedos D, Prakash A, Kundu DJ, Collins A, George N, Fexova S, Moreno P, Papatheodorou I, Jones AR, Vizcaíno JA.","PLoS Comput Biol. 2022 Jun 17;18(6):e1010174. doi: 10.1371/journal.pcbi.1010174. eCollection 2022 Jun.","Wang S","PLoS Comput Biol","2022","2022/06/17","PMC9246241","","10.1371/journal.pcbi.1010174"
"32469313","Plasmodium falciparum translational machinery condones polyadenosine repeats","Pavlovic Djuranovic S, Erath J, Andrews RJ, Bayguinov PO, Chung JJ, Chalker DL, Fitzpatrick JA, Moss WN, Szczesny P, Djuranovic S.","Elife. 2020 May 29;9:e57799. doi: 10.7554/eLife.57799.","Pavlovic Djuranovic S","Elife","2020","2020/05/30","PMC7295572","","10.7554/eLife.57799"
"35089308","Karyopherin enrichment and compensation fortifies the nuclear pore complex against nucleocytoplasmic leakage","Kalita J, Kapinos LE, Zheng T, Rencurel C, Zilman A, Lim RYH.","J Cell Biol. 2022 Mar 7;221(3):e202108107. doi: 10.1083/jcb.202108107. Epub 2022 Jan 28.","Kalita J","J Cell Biol","2022","2022/01/28","PMC8932525","","10.1083/jcb.202108107"
"37623244","Length-Dependent Translation Efficiency of ER-Destined Proteins","Sahinbegovic H, Vdovin A, Snaurova R, Durech M, Nezval J, Sobotka J, Hajek R, Jelinek T, Simicek M.","Curr Issues Mol Biol. 2023 Aug 14;45(8):6717-6727. doi: 10.3390/cimb45080425.","Sahinbegovic H","Curr Issues Mol Biol","2023","2023/08/25","PMC10453119","","10.3390/cimb45080425"
"38617366","Selectivity of Complex Coacervation in Multi-Protein Mixtures","Ahn SY, Obermeyer AC.","bioRxiv [Preprint]. 2024 Apr 3:2024.04.02.587643. doi: 10.1101/2024.04.02.587643.","Ahn SY","bioRxiv","2024","2024/04/15","PMC11014547","","10.1101/2024.04.02.587643"
"34491762","Kinase-Catalyzed Biotinylation to Map Cell Signaling Pathways: Application to Epidermal Growth Factor Signaling","Ramanayake-Mudiyanselage V, Embogama DM, Pflum MKH.","J Proteome Res. 2021 Oct 1;20(10):4852-4861. doi: 10.1021/acs.jproteome.1c00562. Epub 2021 Sep 7.","Ramanayake-Mudiyanselage V","J Proteome Res","2021","2021/09/07","PMC8898094","NIHMS1783804","10.1021/acs.jproteome.1c00562"
"34617299","The cellular modifier MOAG-4/SERF drives amyloid formation through charge complementation","Pras A, Houben B, Aprile FA, Seinstra R, Gallardo R, Janssen L, Hogewerf W, Gallrein C, De Vleeschouwer M, Mata-Cabana A, Koopman M, Stroo E, de Vries M, Louise Edwards S, Kirstein J, Vendruscolo M, Falsone SF, Rousseau F, Schymkowitz J, Nollen EAA.","EMBO J. 2021 Nov 2;40(21):e107568. doi: 10.15252/embj.2020107568. Epub 2021 Oct 7.","Pras A","EMBO J","2021","2021/10/07","PMC8561633","","10.15252/embj.2020107568"
"27903612","The Role of +4U as an Extended Translation Termination Signal in Bacteria","Wei Y, Xia X.","Genetics. 2017 Feb;205(2):539-549. doi: 10.1534/genetics.116.193961. Epub 2016 Nov 30.","Wei Y","Genetics","2017","2016/12/02","PMC5289835","","10.1534/genetics.116.193961"
"37251884","A ubiquitination-mediated degradation system to target 14-3-3-binding phosphoproteins","Li Z, Huang X, Li M, Chen YE, Wang Z, Liu L.","Heliyon. 2023 May 20;9(5):e16318. doi: 10.1016/j.heliyon.2023.e16318. eCollection 2023 May.","Li Z","Heliyon","2023","2023/05/30","PMC10213371","","10.1016/j.heliyon.2023.e16318"
"37256959","Buffering of genetic dominance by allele-specific protein complex assembly","Badonyi M, Marsh JA.","Sci Adv. 2023 Jun 2;9(22):eadf9845. doi: 10.1126/sciadv.adf9845. Epub 2023 May 31.","Badonyi M","Sci Adv","2023","2023/05/31","PMC10413657","","10.1126/sciadv.adf9845"
"33323028","Polynucleotide phosphorylase and RNA helicase CshA cooperate in Bacillus subtilis mRNA decay","Ingle S, Chhabra S, Laspina D, Salvo E, Liu B, Bechhofer DH.","RNA Biol. 2021 Nov;18(11):1692-1701. doi: 10.1080/15476286.2020.1864183. Epub 2020 Dec 31.","Ingle S","RNA Biol","2021","2020/12/16","PMC8583282","","10.1080/15476286.2020.1864183"
"29282079","Expitope 2.0: a tool to assess immunotherapeutic antigens for their potential cross-reactivity against naturally expressed proteins in human tissues","Jaravine V, Mösch A, Raffegerst S, Schendel DJ, Frishman D.","BMC Cancer. 2017 Dec 28;17(1):892. doi: 10.1186/s12885-017-3854-8.","Jaravine V","BMC Cancer","2017","2017/12/29","PMC5745885","","10.1186/s12885-017-3854-8"
"37945741","The p97/VCP adaptor UBXD1 drives AAA+ remodeling and ring opening through multi-domain tethered interactions","Braxton JR, Altobelli CR, Tucker MR, Tse E, Thwin AC, Arkin MR, Southworth DR.","Nat Struct Mol Biol. 2023 Dec;30(12):2009-2019. doi: 10.1038/s41594-023-01126-0. Epub 2023 Nov 9.","Braxton JR","Nat Struct Mol Biol","2023","2023/11/09","PMC10716044","","10.1038/s41594-023-01126-0"
"40285550","Alpaca. A Simplified and Reproducible Python-Based Pipeline for Absolute Proteome Quantification Data Mining","Ferrero-Bordera B, Becher D, Maaß S.","Proteomics. 2025 May;25(9-10):e202400417. doi: 10.1002/pmic.202400417. Epub 2025 Apr 26.","Ferrero-Bordera B","Proteomics","2025","2025/04/26","PMC12076531","","10.1002/pmic.202400417"
"34318286","A blood-based prognostic liver secretome signature and long-term hepatocellular carcinoma risk in advanced liver fibrosis","Fujiwara N, Kobayashi M, Fobar AJ, Hoshida A, Marquez CA, Koneru B, Panda G, Taguri M, Qian T, Raman I, Li QZ, Hoshida H, Sezaki H, Kumada H, Tateishi R, Yokoo T, Yopp AC, Chung RT, Fuchs BC, Baumert TF, Marrero JA, Parikh ND, Zhu S, Singal AG, Hoshida Y.","Med. 2021 Jul 9;2(7):836-850.e10. doi: 10.1016/j.medj.2021.03.017. Epub 2021 Apr 21.","Fujiwara N","Med","2021","2021/07/28","PMC8312635","NIHMS1690970","10.1016/j.medj.2021.03.017"
"38448734","Mitochondrial ATP generation is more proteome efficient than glycolysis","Shen Y, Dinh HV, Cruz ER, Chen Z, Bartman CR, Xiao T, Call CM, Ryseck RP, Pratas J, Weilandt D, Baron H, Subramanian A, Fatma Z, Wu ZY, Dwaraknath S, Hendry JI, Tran VG, Yang L, Yoshikuni Y, Zhao H, Maranas CD, Wühr M, Rabinowitz JD.","Nat Chem Biol. 2024 Sep;20(9):1123-1132. doi: 10.1038/s41589-024-01571-y. Epub 2024 Mar 6.","Shen Y","Nat Chem Biol","2024","2024/03/06","PMC11925356","NIHMS1974047","10.1038/s41589-024-01571-y"
"37602404","Increased levels of eIF2A inhibit translation by sequestering 40S ribosomal subunits","Grove DJ, Levine DJ, Kearse MG.","Nucleic Acids Res. 2023 Oct 13;51(18):9983-10000. doi: 10.1093/nar/gkad683.","Grove DJ","Nucleic Acids Res","2023","2023/08/21","PMC10570035","","10.1093/nar/gkad683"
"39482367","The mitochondrial citrate carrier SLC25A1 regulates metabolic reprogramming and morphogenesis in the developing heart","Ohanele C, Peoples JN, Karlstaedt A, Geiger JT, Gayle AD, Ghazal N, Sohani F, Brown ME, Davis ME, Porter GA Jr, Faundez V, Kwong JQ.","Commun Biol. 2024 Oct 31;7(1):1422. doi: 10.1038/s42003-024-07110-8.","Ohanele C","Commun Biol","2024","2024/11/01","PMC11528069","","10.1038/s42003-024-07110-8"
"39401228","The amino acid composition of a protein influences its expression","Thompson R, Pickard BS.","PLoS One. 2024 Oct 14;19(10):e0284234. doi: 10.1371/journal.pone.0284234. eCollection 2024.","Thompson R","PLoS One","2024","2024/10/14","PMC11472945","","10.1371/journal.pone.0284234"
"38112559","Bayesian Optimization in the Latent Space of a Variational Autoencoder for the Generation of Selective FLT3 Inhibitors","Chandra R, Horne RI, Vendruscolo M.","J Chem Theory Comput. 2024 Jan 9;20(1):469-476. doi: 10.1021/acs.jctc.3c01224. Epub 2023 Dec 19.","Chandra R","J Chem Theory Comput","2024","2023/12/19","PMC10782437","","10.1021/acs.jctc.3c01224"
"35688911","Design of typical genes for heterologous gene expression","Simm D, Popova B, Braus GH, Waack S, Kollmar M.","Sci Rep. 2022 Jun 10;12(1):9625. doi: 10.1038/s41598-022-13089-1.","Simm D","Sci Rep","2022","2022/06/10","PMC9187722","","10.1038/s41598-022-13089-1"
"31281921","Genome-wide functional association networks: background, data & state-of-the-art resources","Guala D, Ogris C, Müller N, Sonnhammer ELL.","Brief Bioinform. 2020 Jul 15;21(4):1224-1237. doi: 10.1093/bib/bbz064.","Guala D","Brief Bioinform","2020","2019/07/09","PMC7373183","","10.1093/bib/bbz064"
"37810959","Evolution by innovation as a driving force to improve TCR-T therapies","Schendel DJ.","Front Oncol. 2023 Sep 21;13:1216829. doi: 10.3389/fonc.2023.1216829. eCollection 2023.","Schendel DJ","Front Oncol","2023","2023/10/09","PMC10552759","","10.3389/fonc.2023.1216829"
"37275259","Global quantification of newly synthesized proteins reveals cell type- and inhibitor-specific effects on protein synthesis inhibition","Yin K, Tong M, Suttapitugsakul S, Xu S, Wu R.","PNAS Nexus. 2023 May 19;2(6):pgad168. doi: 10.1093/pnasnexus/pgad168. eCollection 2023 Jun.","Yin K","PNAS Nexus","2023","2023/06/05","PMC10235912","","10.1093/pnasnexus/pgad168"
"26972785","High resolution laser mass spectrometry bioimaging","Murray KK, Seneviratne CA, Ghorai S.","Methods. 2016 Jul 15;104:118-26. doi: 10.1016/j.ymeth.2016.03.002. Epub 2016 Mar 10.","Murray KK","Methods","2016","2016/03/15","PMC4937799","NIHMS797778","10.1016/j.ymeth.2016.03.002"
"34495685","Distinct RNA polymerase transcripts direct the assembly of phase-separated DBC1 nuclear bodies in different cell lines","Mannen T, Goto M, Yoshizawa T, Yamashita A, Hirose T, Hayano T.","Mol Biol Cell. 2021 Nov 1;32(21):ar33. doi: 10.1091/mbc.E21-02-0081. Epub 2021 Sep 8.","Mannen T","Mol Biol Cell","2021","2021/09/08","PMC8693952","","10.1091/mbc.E21-02-0081"
